codec	image	setting	bytes	bpp	psnr_db	ssim
c2d-ycocg	kodim17.png	ratio=40	28435	0.5785	32.138	0.87727
c2d-ycocg	kodim17.png	ratio=50	22475	0.4573	30.886	0.84938
c2d-ycocg	kodim17.png	ratio=60	18509	0.3766	29.946	0.82494
c2d-ycocg	kodim17.png	ratio=80	14023	0.2853	28.555	0.78571
c2d-ycocg	kodim17.png	ratio=120	9284	0.1889	26.490	0.71053
c2di-ycocg	kodim17.png	ratio=2	600204	12.2112	68.097	0.99992
c2di-ycocg	kodim17.png	ratio=3	386729	7.8680	53.697	0.99809
c2di-ycocg	kodim17.png	ratio=5	232709	4.7345	48.583	0.99386
c2di-ycocg	kodim17.png	ratio=8	141634	2.8816	44.060	0.98349
c2di-ycocg	kodim17.png	ratio=12	95527	1.9435	41.044	0.97109
c2di-ycocg	kodim17.png	ratio=20	53120	1.0807	37.070	0.94358
c2di-ycocg	kodim17.png	ratio=30	32229	0.6557	34.209	0.90875
c2di-ycocg	kodim17.png	ratio=40	21498	0.4374	32.170	0.87129
c2di-ycocg	kodim17.png	ratio=50	16262	0.3309	30.887	0.84189
c2di-ycocg	kodim17.png	ratio=60	11948	0.2431	29.631	0.80891
c2di-ycocg	kodim17.png	ratio=80	7026	0.1429	27.641	0.74370
c2di-ycocg	kodim17.png	ratio=120	2383	0.0485	23.876	0.59393
c2di-ycocg+bp	kodim17.png	ratio=2	756604	15.3931	200.000	1.00000
c2di-ycocg+bp	kodim17.png	ratio=3	500933	10.1915	61.310	0.99965
c2di-ycocg+bp	kodim17.png	ratio=5	286624	5.8314	51.427	0.99678
c2di-ycocg+bp	kodim17.png	ratio=8	170238	3.4635	46.943	0.99113
c2di-ycocg+bp	kodim17.png	ratio=12	106523	2.1672	43.282	0.98075
c2di-ycocg+bp	kodim17.png	ratio=20	58298	1.1861	39.238	0.96064
c2di-ycocg+bp	kodim17.png	ratio=30	37070	0.7542	36.341	0.93631
c2di-ycocg+bp	kodim17.png	ratio=40	25364	0.5160	34.209	0.90875
c2di-ycocg+bp	kodim17.png	ratio=50	19532	0.3974	32.853	0.88508
c2di-ycocg+bp	kodim17.png	ratio=60	14821	0.3015	31.529	0.85712
c2di-ycocg+bp	kodim17.png	ratio=80	9520	0.1937	29.631	0.80891
c2di-ycocg+bp	kodim17.png	ratio=120	4533	0.0922	26.795	0.71480
c2di-ycocg+bp+lo	kodim17.png	ratio=2	738654	15.0280	97.709	1.00000
c2di-ycocg+bp+lo	kodim17.png	ratio=3	499592	10.1642	59.323	0.99947
c2di-ycocg+bp+lo	kodim17.png	ratio=5	286679	5.8325	50.935	0.99641
c2di-ycocg+bp+lo	kodim17.png	ratio=8	172406	3.5076	46.200	0.98953
c2di-ycocg+bp+lo	kodim17.png	ratio=12	110893	2.2561	42.812	0.97974
c2di-ycocg+bp+lo	kodim17.png	ratio=20	60506	1.2310	38.790	0.96110
c2di-ycocg+bp+lo	kodim17.png	ratio=30	37715	0.7673	35.797	0.93637
c2di-ycocg+bp+lo	kodim17.png	ratio=40	27109	0.5515	34.119	0.91753
c2di-ycocg+bp+lo	kodim17.png	ratio=50	20410	0.4152	32.716	0.89474
c2di-ycocg+bp+lo	kodim17.png	ratio=60	16097	0.3275	31.685	0.87583
c2di-ycocg+bp+lo	kodim17.png	ratio=80	10413	0.2119	29.933	0.83232
c2di-ycocg+bp+lo	kodim17.png	ratio=120	4589	0.0934	26.933	0.72860
jpeg	kodim17.png	q=95	147207	2.9949	41.483	0.97949
jpeg	kodim17.png	q=85	77670	1.5802	37.759	0.96224
jpeg	kodim17.png	q=75	56891	1.1575	35.940	0.95047
jpeg	kodim17.png	q=60	43100	0.8769	34.396	0.93686
jpeg	kodim17.png	q=45	35411	0.7204	33.336	0.92498
jpeg	kodim17.png	q=30	27666	0.5629	31.971	0.90541
jpeg	kodim17.png	q=18	20375	0.4145	30.246	0.86828
jpeg	kodim17.png	q=10	14301	0.2910	27.982	0.80383
jpeg	kodim17.png	q=5	10216	0.2078	25.393	0.69243
jpeg2k	kodim17.png	r=2	451795	9.1918	200.000	1.00000
jpeg2k	kodim17.png	r=4	294733	5.9964	50.129	0.99590
jpeg2k	kodim17.png	r=8	147440	2.9997	43.395	0.98264
jpeg2k	kodim17.png	r=16	73687	1.4992	39.704	0.96503
jpeg2k	kodim17.png	r=32	36852	0.7498	35.992	0.93506
jpeg2k	kodim17.png	r=64	18444	0.3752	32.656	0.88947
jpeg2k	kodim17.png	r=128	9189	0.1870	29.812	0.83190
jpegxl	kodim17.png	d=0.5	129383	2.6323	42.387	0.98408
jpegxl	kodim17.png	d=1.0	78107	1.5891	39.753	0.97284
jpegxl	kodim17.png	d=1.5	56625	1.1520	38.014	0.96260
jpegxl	kodim17.png	d=2.5	37411	0.7611	35.775	0.94378
jpegxl	kodim17.png	d=4.0	25130	0.5113	33.636	0.91879
jpegxl	kodim17.png	d=6.0	17551	0.3571	31.979	0.89009
jpegxl	kodim17.png	d=9.0	12696	0.2583	30.338	0.85103
jpegxl	kodim17.png	d=14.0	8125	0.1653	28.338	0.78378
webp	kodim17.png	q=98	157372	3.2017	43.647	0.98753
webp	kodim17.png	q=90	77446	1.5756	40.211	0.97249
webp	kodim17.png	q=80	44072	0.8966	37.230	0.95187
webp	kodim17.png	q=65	31300	0.6368	35.455	0.93486
webp	kodim17.png	q=50	24960	0.5078	34.427	0.92173
webp	kodim17.png	q=35	19758	0.4020	33.156	0.90442
webp	kodim17.png	q=25	16338	0.3324	32.301	0.88801
webp	kodim17.png	q=15	12764	0.2597	31.201	0.86438
webp	kodim17.png	q=8	10164	0.2068	30.299	0.83911
webp	kodim17.png	q=3	7922	0.1612	29.266	0.80930
avif	kodim17.png	q=85	79726	1.6220	41.117	0.97566
avif	kodim17.png	q=70	50685	1.0312	38.668	0.96242
avif	kodim17.png	q=55	29554	0.6013	35.721	0.94228
avif	kodim17.png	q=40	16105	0.3277	32.884	0.90626
avif	kodim17.png	q=30	10674	0.2172	31.182	0.87221
avif	kodim17.png	q=22	7809	0.1589	29.924	0.84144
avif	kodim17.png	q=15	5744	0.1169	28.837	0.81049
avif	kodim17.png	q=10	4940	0.1005	28.312	0.79213
avif	kodim17.png	q=5	3705	0.0754	27.318	0.75670
heic	kodim17.png	q=85	235068	4.7825	45.425	0.99384
heic	kodim17.png	q=70	132327	2.6922	43.272	0.98836
heic	kodim17.png	q=55	62837	1.2784	39.838	0.97244
heic	kodim17.png	q=40	25274	0.5142	35.473	0.93815
heic	kodim17.png	q=30	13596	0.2766	32.678	0.89751
heic	kodim17.png	q=22	8119	0.1652	30.546	0.84977
heic	kodim17.png	q=15	5401	0.1099	28.973	0.80413
heic	kodim17.png	q=10	3572	0.0727	27.475	0.75119
heic	kodim17.png	q=5	2707	0.0551	26.469	0.71003
vvc	kodim17.png	qp=18	126784	2.5794	41.229	0.98689
vvc	kodim17.png	qp=24	76753	1.5615	39.772	0.97744
vvc	kodim17.png	qp=30	37480	0.7625	37.399	0.95865
vvc	kodim17.png	qp=36	18233	0.3710	34.384	0.92454
vvc	kodim17.png	qp=42	9395	0.1911	31.480	0.87604
vvc	kodim17.png	qp=48	4046	0.0823	28.497	0.79413
vvc	kodim17.png	qp=54	2034	0.0414	26.273	0.71044
vvc	kodim17.png	qp=60	989	0.0201	24.117	0.60687
c2d	kodim18.png	ratio=2	588749	11.9781	47.229	0.99428
c2d	kodim18.png	ratio=3	393621	8.0082	40.673	0.97693
c2d	kodim18.png	ratio=5	232085	4.7218	35.241	0.93799
c2d	kodim18.png	ratio=8	142719	2.9036	31.720	0.88556
c2d	kodim18.png	ratio=12	96091	1.9550	29.474	0.82961
c2d	kodim18.png	ratio=20	56943	1.1585	27.090	0.74011
c2d	kodim18.png	ratio=30	37698	0.7670	25.532	0.66249
c2d	kodim18.png	ratio=40	27810	0.5658	24.605	0.60707
c2d	kodim18.png	ratio=50	22136	0.4504	23.911	0.56303
c2d	kodim18.png	ratio=60	18240	0.3711	23.349	0.52597
c2d	kodim18.png	ratio=80	13567	0.2760	22.509	0.47276
c2d	kodim18.png	ratio=120	8984	0.1828	21.426	0.40928
c2d-ycocg	kodim18.png	ratio=2	595410	12.1136	54.982	0.99910
c2d-ycocg	kodim18.png	ratio=3	393549	8.0068	48.570	0.99622
c2d-ycocg	kodim18.png	ratio=5	232704	4.7344	42.003	0.98412
c2d-ycocg	kodim18.png	ratio=8	145114	2.9524	37.252	0.95932
c2d-ycocg	kodim18.png	ratio=12	96161	1.9564	33.953	0.92692
c2d-ycocg	kodim18.png	ratio=20	57314	1.1661	30.589	0.86792
c2d-ycocg	kodim18.png	ratio=30	37375	0.7604	28.260	0.80094
c2d-ycocg	kodim18.png	ratio=40	27989	0.5694	26.889	0.74379
c2d-ycocg	kodim18.png	ratio=50	22452	0.4568	25.961	0.69839
c2d-ycocg	kodim18.png	ratio=60	18876	0.3840	25.223	0.65867
c2d-ycocg	kodim18.png	ratio=80	13667	0.2781	24.029	0.58389
c2d-ycocg	kodim18.png	ratio=120	9119	0.1855	22.638	0.48739
c2di-ycocg	kodim18.png	ratio=2	588623	11.9756	55.989	0.99921
c2di-ycocg	kodim18.png	ratio=3	386005	7.8533	49.395	0.99660
c2di-ycocg	kodim18.png	ratio=5	237706	4.8361	43.414	0.98722
c2di-ycocg	kodim18.png	ratio=8	144871	2.9474	38.381	0.96344
c2di-ycocg	kodim18.png	ratio=12	90552	1.8423	34.615	0.92965
c2di-ycocg	kodim18.png	ratio=20	51679	1.0514	31.012	0.87143
c2di-ycocg	kodim18.png	ratio=30	30936	0.6294	28.412	0.79962
c2di-ycocg	kodim18.png	ratio=40	22429	0.4563	27.042	0.74503
c2di-ycocg	kodim18.png	ratio=50	15672	0.3188	25.796	0.68335
c2di-ycocg	kodim18.png	ratio=60	11933	0.2428	24.952	0.63461
c2di-ycocg	kodim18.png	ratio=80	6824	0.1388	23.483	0.53853
c2di-ycocg	kodim18.png	ratio=120	2259	0.0460	21.204	0.39747
c2di-ycocg+bp	kodim18.png	ratio=2	725572	14.7618	72.178	0.99998
c2di-ycocg+bp	kodim18.png	ratio=3	501693	10.2070	54.009	0.99877
c2di-ycocg+bp	kodim18.png	ratio=5	284272	5.7835	46.701	0.99383
c2di-ycocg+bp	kodim18.png	ratio=8	170156	3.4618	41.070	0.97867
c2di-ycocg+bp	kodim18.png	ratio=12	107841	2.1940	37.105	0.95388
c2di-ycocg+bp	kodim18.png	ratio=20	60934	1.2397	32.983	0.90784
c2di-ycocg+bp	kodim18.png	ratio=30	38156	0.7763	30.259	0.85372
c2di-ycocg+bp	kodim18.png	ratio=40	28404	0.5779	28.775	0.81213
c2di-ycocg+bp	kodim18.png	ratio=50	20510	0.4173	27.379	0.76031
c2di-ycocg+bp	kodim18.png	ratio=60	15782	0.3211	26.409	0.71547
c2di-ycocg+bp	kodim18.png	ratio=80	10976	0.2233	25.221	0.65106
c2di-ycocg+bp	kodim18.png	ratio=120	4717	0.0960	23.059	0.50845
c2di-ycocg+bp+lo	kodim18.png	ratio=2	738177	15.0182	69.351	0.99996
c2di-ycocg+bp+lo	kodim18.png	ratio=3	487141	9.9109	52.886	0.99848
c2di-ycocg+bp+lo	kodim18.png	ratio=5	288270	5.8649	46.136	0.99315
c2di-ycocg+bp+lo	kodim18.png	ratio=8	171576	3.4907	40.304	0.97588
c2di-ycocg+bp+lo	kodim18.png	ratio=12	113265	2.3044	36.643	0.95392
c2di-ycocg+bp+lo	kodim18.png	ratio=20	63915	1.3004	32.527	0.91061
c2di-ycocg+bp+lo	kodim18.png	ratio=30	40098	0.8158	29.875	0.85947
c2di-ycocg+bp+lo	kodim18.png	ratio=40	29207	0.5942	28.470	0.82131
c2di-ycocg+bp+lo	kodim18.png	ratio=50	22444	0.4566	27.387	0.77991
c2di-ycocg+bp+lo	kodim18.png	ratio=60	16835	0.3425	26.381	0.73777
c2di-ycocg+bp+lo	kodim18.png	ratio=80	10689	0.2175	24.989	0.65902
c2di-ycocg+bp+lo	kodim18.png	ratio=120	4880	0.0993	23.158	0.52775
jpeg	kodim18.png	q=95	203209	4.1343	38.995	0.97638
jpeg	kodim18.png	q=85	112155	2.2818	34.751	0.94824
jpeg	kodim18.png	q=75	82993	1.6885	32.724	0.92850
jpeg	kodim18.png	q=60	62406	1.2697	31.045	0.90561
jpeg	kodim18.png	q=45	50843	1.0344	29.931	0.88619
jpeg	kodim18.png	q=30	39119	0.7959	28.602	0.85739
jpeg	kodim18.png	q=18	27983	0.5693	27.059	0.81054
jpeg	kodim18.png	q=10	18576	0.3779	25.191	0.73093
jpeg	kodim18.png	q=5	11488	0.2337	23.023	0.58889
jpeg2k	kodim18.png	r=2	546775	11.1242	200.000	1.00000
jpeg2k	kodim18.png	r=4	294453	5.9907	45.613	0.99268
jpeg2k	kodim18.png	r=8	147355	2.9979	39.196	0.97128
jpeg2k	kodim18.png	r=16	73722	1.4999	34.297	0.92663
jpeg2k	kodim18.png	r=32	36654	0.7457	30.136	0.85255
jpeg2k	kodim18.png	r=64	18445	0.3753	27.171	0.76846
jpeg2k	kodim18.png	r=128	9163	0.1864	25.035	0.66952
jpegxl	kodim18.png	d=0.5	173151	3.5228	39.112	0.98035
jpegxl	kodim18.png	d=1.0	110896	2.2562	36.253	0.96158
jpegxl	kodim18.png	d=1.5	81189	1.6518	34.348	0.94284
jpegxl	kodim18.png	d=2.5	52696	1.0721	31.953	0.90966
jpegxl	kodim18.png	d=4.0	34742	0.7068	29.711	0.86551
jpegxl	kodim18.png	d=6.0	24500	0.4985	28.158	0.81943
jpegxl	kodim18.png	d=9.0	17461	0.3552	26.636	0.75881
jpegxl	kodim18.png	d=14.0	11229	0.2285	25.038	0.66053
webp	kodim18.png	q=98	221850	4.5135	41.609	0.98845
webp	kodim18.png	q=90	140512	2.8587	38.538	0.97676
webp	kodim18.png	q=80	82646	1.6814	34.901	0.94677
webp	kodim18.png	q=65	58198	1.1840	32.716	0.92068
webp	kodim18.png	q=50	48574	0.9882	31.653	0.90446
webp	kodim18.png	q=35	37686	0.7667	30.256	0.87951
webp	kodim18.png	q=25	30636	0.6233	29.214	0.85360
webp	kodim18.png	q=15	23224	0.4725	28.027	0.81333
webp	kodim18.png	q=8	17942	0.3650	27.001	0.76890
webp	kodim18.png	q=3	13208	0.2687	26.001	0.71115
avif	kodim18.png	q=85	125709	2.5576	38.844	0.97403
avif	kodim18.png	q=70	83703	1.7029	35.985	0.95462
avif	kodim18.png	q=55	48023	0.9770	32.353	0.91830
avif	kodim18.png	q=40	25508	0.5190	29.118	0.85744
avif	kodim18.png	q=30	16392	0.3335	27.335	0.80081
avif	kodim18.png	q=22	11330	0.2305	26.072	0.74443
avif	kodim18.png	q=15	7948	0.1617	25.075	0.68675
avif	kodim18.png	q=10	6571	0.1337	24.593	0.65635
avif	kodim18.png	q=5	4614	0.0939	23.769	0.59749
heic	kodim18.png	q=85	298069	6.0642	42.008	0.99172
heic	kodim18.png	q=70	188819	3.8415	40.397	0.98642
heic	kodim18.png	q=55	109678	2.2314	37.282	0.96946
heic	kodim18.png	q=40	47271	0.9617	32.609	0.91678
heic	kodim18.png	q=30	25774	0.5244	29.549	0.85953
heic	kodim18.png	q=22	14144	0.2878	27.126	0.78132
heic	kodim18.png	q=15	8286	0.1686	25.434	0.69654
heic	kodim18.png	q=10	4544	0.0924	23.972	0.60121
heic	kodim18.png	q=5	3109	0.0633	23.234	0.53787
vvc	kodim18.png	qp=18	161878	3.2934	39.027	0.98444
vvc	kodim18.png	qp=24	110261	2.2433	37.291	0.97272
vvc	kodim18.png	qp=30	58440	1.1890	34.176	0.93890
vvc	kodim18.png	qp=36	29510	0.6004		
vvc	kodim18.png	qp=42	13754	0.2798		
vvc	kodim18.png	qp=48	4559	0.0928		
vvc	kodim18.png	qp=54	1799	0.0366		
vvc	kodim18.png	qp=60	740	0.0151		
c2d	kodim19.png	ratio=2	588423	11.9715	49.003	0.99625
c2d	kodim19.png	ratio=3	393086	7.9974	42.389	0.98401
c2d	kodim19.png	ratio=5	233364	4.7478	36.977	0.95175
c2d	kodim19.png	ratio=8	143156	2.9125	33.317	0.90186
c2d	kodim19.png	ratio=12	95499	1.9429	31.003	0.85099
c2d	kodim19.png	ratio=20	56994	1.1595	28.558	0.78275
c2d	kodim19.png	ratio=30	37986	0.7728	26.772	0.73013
c2d	kodim19.png	ratio=40	28073	0.5711	25.665	0.69217
c2d	kodim19.png	ratio=50	22205	0.4518	24.914	0.66446
c2d	kodim19.png	ratio=60	18554	0.3775	24.285	0.64283
c2d	kodim19.png	ratio=80	13464	0.2739	23.126	0.59673
c2d	kodim19.png	ratio=120	8970	0.1825	21.718	0.54758
c2d-ycocg	kodim19.png	ratio=2	588462	11.9723	57.219	0.99948
c2d-ycocg	kodim19.png	ratio=3	393029	7.9962	50.762	0.99731
c2d-ycocg	kodim19.png	ratio=5	235177	4.7847	44.622	0.99005
c2d-ycocg	kodim19.png	ratio=8	146568	2.9819	39.853	0.97377
c2d-ycocg	kodim19.png	ratio=12	97011	1.9737	36.416	0.94868
c2d-ycocg	kodim19.png	ratio=20	57266	1.1651	32.902	0.89721
c2d-ycocg	kodim19.png	ratio=30	38231	0.7778	30.505	0.84230
c2d-ycocg	kodim19.png	ratio=40	28620	0.5823	29.079	0.80126
c2d-ycocg	kodim19.png	ratio=50	22768	0.4632	27.895	0.76464
c2d-ycocg	kodim19.png	ratio=60	18614	0.3787	26.981	0.73643
c2d-ycocg	kodim19.png	ratio=80	13896	0.2827	25.629	0.69198
c2d-ycocg	kodim19.png	ratio=120	9260	0.1884	23.959	0.63267
c2di-ycocg	kodim19.png	ratio=2	588739	11.9779	59.583	0.99947
c2di-ycocg	kodim19.png	ratio=3	393389	8.0035	51.541	0.99690
c2di-ycocg	kodim19.png	ratio=5	236769	4.8171	46.007	0.98937
c2di-ycocg	kodim19.png	ratio=8	145424	2.9587	41.384	0.97262
c2di-ycocg	kodim19.png	ratio=12	94062	1.9137	37.851	0.95153
c2di-ycocg	kodim19.png	ratio=20	53369	1.0858	33.934	0.90639
c2di-ycocg	kodim19.png	ratio=30	31444	0.6397	31.039	0.84183
c2di-ycocg	kodim19.png	ratio=40	22245	0.4526	29.460	0.79401
c2di-ycocg	kodim19.png	ratio=50	15882	0.3231	28.031	0.74738
c2di-ycocg	kodim19.png	ratio=60	11848	0.2410	26.899	0.71172
c2di-ycocg	kodim19.png	ratio=80	6685	0.1360	24.909	0.65189
c2di-ycocg	kodim19.png	ratio=120	2407	0.0490	22.144	0.55835
c2di-ycocg+bp	kodim19.png	ratio=2	733520	14.9235	87.265	1.00000
c2di-ycocg+bp	kodim19.png	ratio=3	492538	10.0207	56.645	0.99900
c2di-ycocg+bp	kodim19.png	ratio=5	274241	5.5794	49.005	0.99453
c2di-ycocg+bp	kodim19.png	ratio=8	166496	3.3874	44.274	0.98454
c2di-ycocg+bp	kodim19.png	ratio=12	99740	2.0292	40.205	0.96662
c2di-ycocg+bp	kodim19.png	ratio=20	54512	1.1090	35.868	0.93296
c2di-ycocg+bp	kodim19.png	ratio=30	34862	0.7093	33.179	0.89290
c2di-ycocg+bp	kodim19.png	ratio=40	22618	0.4602	31.039	0.84183
c2di-ycocg+bp	kodim19.png	ratio=50	16671	0.3392	29.763	0.80389
c2di-ycocg+bp	kodim19.png	ratio=60	12341	0.2511	28.584	0.76571
c2di-ycocg+bp	kodim19.png	ratio=80	7858	0.1599	26.899	0.71172
c2di-ycocg+bp	kodim19.png	ratio=120	3846	0.0782	24.449	0.63553
c2di-ycocg+bp+lo	kodim19.png	ratio=2	730934	14.8709	76.269	0.99999
c2di-ycocg+bp+lo	kodim19.png	ratio=3	491979	10.0093	55.426	0.99895
c2di-ycocg+bp+lo	kodim19.png	ratio=5	287981	5.8590	48.788	0.99497
c2di-ycocg+bp+lo	kodim19.png	ratio=8	166415	3.3857	43.288	0.98374
c2di-ycocg+bp+lo	kodim19.png	ratio=12	106610	2.1690	39.567	0.96802
c2di-ycocg+bp+lo	kodim19.png	ratio=20	58853	1.1974	35.398	0.93325
c2di-ycocg+bp+lo	kodim19.png	ratio=30	34674	0.7054	32.519	0.88537
c2di-ycocg+bp+lo	kodim19.png	ratio=40	23951	0.4873	30.803	0.85211
c2di-ycocg+bp+lo	kodim19.png	ratio=50	18440	0.3752	29.659	0.82131
c2di-ycocg+bp+lo	kodim19.png	ratio=60	14176	0.2884	28.471	0.79194
c2di-ycocg+bp+lo	kodim19.png	ratio=80	9227	0.1877	26.783	0.73924
c2di-ycocg+bp+lo	kodim19.png	ratio=120	3921	0.0798	24.477	0.64192
jpeg	kodim19.png	q=95	165844	3.3741	41.004	0.97693
jpeg	kodim19.png	q=85	88936	1.8094	36.558	0.95256
jpeg	kodim19.png	q=75	64625	1.3148	34.620	0.93435
jpeg	kodim19.png	q=60	48623	0.9892	33.087	0.91519
jpeg	kodim19.png	q=45	39824	0.8102	32.026	0.89894
jpeg	kodim19.png	q=30	30914	0.6289	30.692	0.87456
jpeg	kodim19.png	q=18	22354	0.4548	29.024	0.83348
jpeg	kodim19.png	q=10	15357	0.3124	26.836	0.76458
jpeg	kodim19.png	q=5	10733	0.2184	24.164	0.66997
jpeg2k	kodim19.png	r=2	482721	9.8210	200.000	1.00000
jpeg2k	kodim19.png	r=4	294293	5.9874	48.448	0.99415
jpeg2k	kodim19.png	r=8	146963	2.9900	42.381	0.97762
jpeg2k	kodim19.png	r=16	73308	1.4915	38.008	0.95502
jpeg2k	kodim19.png	r=32	36376	0.7401	33.780	0.90810
jpeg2k	kodim19.png	r=64	18366	0.3737	30.811	0.84024
jpeg2k	kodim19.png	r=128	9168	0.1865	28.294	0.76453
jpegxl	kodim19.png	d=0.5	144355	2.9369	41.539	0.98266
jpegxl	kodim19.png	d=1.0	87460	1.7794	38.679	0.96862
jpegxl	kodim19.png	d=1.5	61910	1.2596	36.527	0.95242
jpegxl	kodim19.png	d=2.5	37945	0.7720	33.843	0.91910
jpegxl	kodim19.png	d=4.0	24795	0.5045	31.787	0.87898
jpegxl	kodim19.png	d=6.0	17070	0.3473	30.368	0.83846
jpegxl	kodim19.png	d=9.0	12336	0.2510	28.916	0.79111
jpegxl	kodim19.png	d=14.0	8076	0.1643	27.262	0.73255
webp	kodim19.png	q=98	181354	3.6897	43.576	0.98653
webp	kodim19.png	q=90	102100	2.0772	39.815	0.97154
webp	kodim19.png	q=80	57400	1.1678	36.218	0.94501
webp	kodim19.png	q=65	40348	0.8209	34.083	0.92023
webp	kodim19.png	q=50	32402	0.6592	32.984	0.90076
webp	kodim19.png	q=35	24862	0.5058	31.709	0.87184
webp	kodim19.png	q=25	19574	0.3982	30.813	0.84326
webp	kodim19.png	q=15	14968	0.3045	29.817	0.80970
webp	kodim19.png	q=8	11682	0.2377	28.952	0.77881
webp	kodim19.png	q=3	8920	0.1815	28.044	0.74723
avif	kodim19.png	q=85	92036	1.8725	40.374	0.97333
avif	kodim19.png	q=70	58834	1.1970	37.635	0.95718
avif	kodim19.png	q=55	32738	0.6661	34.296	0.92813
avif	kodim19.png	q=40	16386	0.3334	31.164	0.87290
avif	kodim19.png	q=30	10355	0.2107	29.536	0.82812
avif	kodim19.png	q=22	7219	0.1469	28.285	0.78662
avif	kodim19.png	q=15	5110	0.1040	27.220	0.74745
avif	kodim19.png	q=10	4267	0.0868	26.624	0.72611
avif	kodim19.png	q=5	3212	0.0653	25.680	0.69439
heic	kodim19.png	q=85	261197	5.3141	45.154	0.99319
heic	kodim19.png	q=70	155227	3.1581	42.817	0.98754
heic	kodim19.png	q=55	80811	1.6441	39.211	0.97150
heic	kodim19.png	q=40	32295	0.6570	34.451	0.93083
heic	kodim19.png	q=30	15974	0.3250	31.436	0.87624
heic	kodim19.png	q=22	8310	0.1691	29.254	0.80610
heic	kodim19.png	q=15	5224	0.1063	27.806	0.75249
heic	kodim19.png	q=10	3455	0.0703	26.479	0.70462
heic	kodim19.png	q=5	2610	0.0531	25.535	0.67543
vvc	kodim19.png	qp=18	132144	2.6885	40.541	0.98501
vvc	kodim19.png	qp=24	80449	1.6367	38.752	0.97286
vvc	kodim19.png	qp=30	42110	0.8567	36.057	0.95059
vvc	kodim19.png	qp=36	18501	0.3764	32.497	0.89657
vvc	kodim19.png	qp=42	7799	0.1587		
vvc	kodim19.png	qp=48	3055	0.0622		
vvc	kodim19.png	qp=54	1604	0.0326		
vvc	kodim19.png	qp=60	765	0.0156		
c2d	kodim20.png	ratio=2	588976	11.9827	51.912	0.99759
c2d	kodim20.png	ratio=3	390417	7.9431	45.238	0.98992
c2d	kodim20.png	ratio=5	235850	4.7984	39.766	0.97107
c2d	kodim20.png	ratio=8	143169	2.9128	36.064	0.94014
c2d	kodim20.png	ratio=12	95325	1.9394	33.712	0.90710
c2d	kodim20.png	ratio=20	57393	1.1677	31.299	0.86213
c2d	kodim20.png	ratio=30	37922	0.7715	29.492	0.82214
c2d	kodim20.png	ratio=40	28123	0.5722	28.312	0.79378
c2d	kodim20.png	ratio=50	22362	0.4550	27.331	0.77012
c2d	kodim20.png	ratio=60	18529	0.3770	26.539	0.75124
c2d	kodim20.png	ratio=80	13823	0.2812	25.394	0.72264
c2d	kodim20.png	ratio=120	9183	0.1868	23.730	0.68549
c2d-ycocg	kodim20.png	ratio=2	593310	12.0709	60.156	0.99960
c2d-ycocg	kodim20.png	ratio=3	394725	8.0307	52.503	0.99751
c2d-ycocg	kodim20.png	ratio=5	230763	4.6949	46.456	0.99038
c2d-ycocg	kodim20.png	ratio=8	144772	2.9454	41.772	0.97664
c2d-ycocg	kodim20.png	ratio=12	96348	1.9602	38.502	0.95899
c2d-ycocg	kodim20.png	ratio=20	56890	1.1574	34.914	0.92379
c2d-ycocg	kodim20.png	ratio=30	37706	0.7671	32.660	0.88858
c2d-ycocg	kodim20.png	ratio=40	28062	0.5709	31.164	0.85981
c2d-ycocg	kodim20.png	ratio=50	22503	0.4578	30.104	0.83756
c2d-ycocg	kodim20.png	ratio=60	18672	0.3799	29.206	0.81761
c2d-ycocg	kodim20.png	ratio=80	13976	0.2843	27.802	0.78499
c2d-ycocg	kodim20.png	ratio=120	9353	0.1903	25.870	0.73724
c2di-ycocg	kodim20.png	ratio=2	583645	11.8743	62.574	0.99965
c2di-ycocg	kodim20.png	ratio=3	389712	7.9287	53.209	0.99739
c2di-ycocg	kodim20.png	ratio=5	236895	4.8196	48.245	0.99159
c2di-ycocg	kodim20.png	ratio=8	141209	2.8729	44.306	0.98006
c2di-ycocg	kodim20.png	ratio=12	93599	1.9043	41.507	0.96752
c2di-ycocg	kodim20.png	ratio=20	52623	1.0706	37.592	0.94546
c2di-ycocg	kodim20.png	ratio=30	31997	0.6510	34.615	0.91398
c2di-ycocg	kodim20.png	ratio=40	21283	0.4330	32.584	0.88022
c2di-ycocg	kodim20.png	ratio=50	16383	0.3333	31.366	0.85476
c2di-ycocg	kodim20.png	ratio=60	11895	0.2420	29.878	0.82218
c2di-ycocg	kodim20.png	ratio=80	6646	0.1352	27.410	0.76620
c2di-ycocg	kodim20.png	ratio=120	2260	0.0460	23.338	0.67826
c2di-ycocg+bp	kodim20.png	ratio=2	723513	14.7199	96.061	1.00000
c2di-ycocg+bp	kodim20.png	ratio=3	473461	9.6326	59.201	0.99929
c2di-ycocg+bp	kodim20.png	ratio=5	268495	5.4625	50.865	0.99548
c2di-ycocg+bp	kodim20.png	ratio=8	156996	3.1941	46.593	0.98775
c2di-ycocg+bp	kodim20.png	ratio=12	98205	1.9980	43.579	0.97705
c2di-ycocg+bp	kodim20.png	ratio=20	52984	1.0780	39.784	0.95905
c2di-ycocg+bp	kodim20.png	ratio=30	34041	0.6926	36.845	0.93916
c2di-ycocg+bp	kodim20.png	ratio=40	23370	0.4755	34.615	0.91398
