codec	image	setting	bytes	bpp	psnr_db	ssim
vvc	5.1.09.png	qp=48	804	0.0981		
vvc	5.1.09.png	qp=54	494	0.0603		
vvc	5.1.09.png	qp=60	367	0.0448		
c2d	5.1.10.png	ratio=2	32746	3.9973	44.449	0.99695
c2d	5.1.10.png	ratio=3	21669	2.6451	37.417	0.98640
c2d	5.1.10.png	ratio=5	13312	1.6250	32.252	0.96069
c2d	5.1.10.png	ratio=8	8060	0.9839	28.682	0.92018
c2d	5.1.10.png	ratio=12	5199	0.6346	26.180	0.86524
c2d	5.1.10.png	ratio=20	3221	0.3932	24.068	0.79165
c2d	5.1.10.png	ratio=30	2146	0.2620	22.222	0.70319
c2d	5.1.10.png	ratio=40	1581	0.1930	21.052	0.62892
c2d	5.1.10.png	ratio=50	1260	0.1538	20.159	0.56546
c2d	5.1.10.png	ratio=60	1016	0.1240	19.410	0.50789
c2d	5.1.10.png	ratio=80	773	0.0944	18.505	0.41274
c2d	5.1.10.png	ratio=120	484	0.0591	16.900	0.26952
jpeg	5.1.10.png	q=95	40037	4.8873	42.508	0.99596
jpeg	5.1.10.png	q=85	23945	2.9230	35.096	0.98221
jpeg	5.1.10.png	q=75	18297	2.2335	32.613	0.97044
jpeg	5.1.10.png	q=60	14332	1.7495	30.829	0.95702
jpeg	5.1.10.png	q=45	12077	1.4742	29.750	0.94572
jpeg	5.1.10.png	q=30	9731	1.1879	28.437	0.92808
jpeg	5.1.10.png	q=18	7459	0.9105	26.798	0.89678
jpeg	5.1.10.png	q=10	5337	0.6515	24.851	0.84196
jpeg	5.1.10.png	q=5	3540	0.4321	22.323	0.72012
jpeg2k	5.1.10.png	r=2	48692	5.9438	200.000	1.00000
jpeg2k	5.1.10.png	r=4	48692	5.9438	200.000	1.00000
jpeg2k	5.1.10.png	r=8	24582	3.0007	39.919	0.99259
jpeg2k	5.1.10.png	r=16	11996	1.4644	31.918	0.96101
jpeg2k	5.1.10.png	r=32	6150	0.7507	27.488	0.90617
jpeg2k	5.1.10.png	r=64	3062	0.3738	24.471	0.82164
jpeg2k	5.1.10.png	r=128	1485	0.1813	21.793	0.69732
jpegxl	5.1.10.png	d=0.5	29901	3.6500	42.840	0.99695
jpegxl	5.1.10.png	d=1.0	22390	2.7332	38.995	0.99246
jpegxl	5.1.10.png	d=1.5	17574	2.1453	35.838	0.98459
jpegxl	5.1.10.png	d=2.5	11988	1.4634	31.897	0.96272
jpegxl	5.1.10.png	d=4.0	7640	0.9326	28.662	0.92659
jpegxl	5.1.10.png	d=6.0	5392	0.6582	26.966	0.89183
jpegxl	5.1.10.png	d=9.0	3773	0.4606	25.375	0.84641
jpegxl	5.1.10.png	d=14.0	2535	0.3094	23.526	0.76668
webp	5.1.10.png	q=98	36538	4.4602		
webp	5.1.10.png	q=90	25510	3.1140		
webp	5.1.10.png	q=80	18150	2.2156		
webp	5.1.10.png	q=65	13944	1.7021		
webp	5.1.10.png	q=50	11840	1.4453		
webp	5.1.10.png	q=35	9722	1.1868		
webp	5.1.10.png	q=25	8022	0.9792		
webp	5.1.10.png	q=15	6414	0.7830		
webp	5.1.10.png	q=8	5002	0.6106		
webp	5.1.10.png	q=3	3850	0.4700		
avif	5.1.10.png	q=85	22764	2.7788	40.300	0.99334
avif	5.1.10.png	q=70	16209	1.9786	36.030	0.98348
avif	5.1.10.png	q=55	9267	1.1312	31.237	0.95528
avif	5.1.10.png	q=40	5328	0.6504	27.766	0.90891
avif	5.1.10.png	q=30	3742	0.4568	25.981	0.86355
avif	5.1.10.png	q=22	2801	0.3419	24.682	0.81877
avif	5.1.10.png	q=15	2023	0.2469	23.344	0.76150
avif	5.1.10.png	q=10	1772	0.2163	22.807	0.73046
avif	5.1.10.png	q=5	1288	0.1572	21.558	0.66561
heic	5.1.10.png	q=85	42873	5.2335		
heic	5.1.10.png	q=70	30785	3.7579		
heic	5.1.10.png	q=55	20440	2.4951		
heic	5.1.10.png	q=40	10006	1.2214		
heic	5.1.10.png	q=30	5631	0.6874		
heic	5.1.10.png	q=22	3340	0.4077		
heic	5.1.10.png	q=15	2253	0.2750		
heic	5.1.10.png	q=10	1535	0.1874		
heic	5.1.10.png	q=5	1211	0.1478		
vvc	5.1.10.png	qp=18	30623	3.7382		
vvc	5.1.10.png	qp=24	23462	2.8640		
vvc	5.1.10.png	qp=30	15251	1.8617		
vvc	5.1.10.png	qp=36	8381	1.0231		
vvc	5.1.10.png	qp=42	4526	0.5525		
vvc	5.1.10.png	qp=48	2042	0.2493		
vvc	5.1.10.png	qp=54	1040	0.1270		
vvc	5.1.10.png	qp=60	531	0.0648		
c2d	5.1.11.png	ratio=2	32967	4.0243	58.331	0.99883
c2d	5.1.11.png	ratio=3	21623	2.6395	50.808	0.99379
c2d	5.1.11.png	ratio=5	12695	1.5497	45.785	0.98134
c2d	5.1.11.png	ratio=8	8300	1.0132	42.953	0.96721
c2d	5.1.11.png	ratio=12	5449	0.6652	40.398	0.95032
c2d	5.1.11.png	ratio=20	3176	0.3877	36.937	0.92382
c2d	5.1.11.png	ratio=30	2100	0.2563	34.069	0.89953
c2d	5.1.11.png	ratio=40	1542	0.1882	31.794	0.87134
c2d	5.1.11.png	ratio=50	1227	0.1498	30.139	0.84922
c2d	5.1.11.png	ratio=60	1019	0.1244	28.784	0.83318
c2d	5.1.11.png	ratio=80	743	0.0907	26.097	0.78779
c2d	5.1.11.png	ratio=120	503	0.0614	24.314	0.74939
jpeg	5.1.11.png	q=95	16998	2.0750	45.966	0.98515
jpeg	5.1.11.png	q=85	8935	1.0907	42.193	0.97286
jpeg	5.1.11.png	q=75	6709	0.8190	40.496	0.96529
jpeg	5.1.11.png	q=60	5233	0.6388	38.740	0.95666
jpeg	5.1.11.png	q=45	4445	0.5426	37.407	0.94972
jpeg	5.1.11.png	q=30	3690	0.4504	35.941	0.93781
jpeg	5.1.11.png	q=18	3119	0.3807	33.702	0.91678
jpeg	5.1.11.png	q=10	2570	0.3137	31.540	0.89026
jpeg	5.1.11.png	q=5	2205	0.2692	28.110	0.86514
jpeg2k	5.1.11.png	r=2	27986	3.4163	200.000	1.00000
jpeg2k	5.1.11.png	r=4	27986	3.4163	200.000	1.00000
jpeg2k	5.1.11.png	r=8	24270	2.9626	52.063	0.99557
jpeg2k	5.1.11.png	r=16	12113	1.4786	45.423	0.98156
jpeg2k	5.1.11.png	r=32	6137	0.7491	42.715	0.96621
jpeg2k	5.1.11.png	r=64	3070	0.3748	39.649	0.94718
jpeg2k	5.1.11.png	r=128	1546	0.1887	35.965	0.92329
jpegxl	5.1.11.png	d=0.5	14986	1.8293	47.591	0.98890
jpegxl	5.1.11.png	d=1.0	8556	1.0444	44.403	0.97844
jpegxl	5.1.11.png	d=1.5	6247	0.7626	42.602	0.97036
jpegxl	5.1.11.png	d=2.5	4274	0.5217	40.571	0.96011
jpegxl	5.1.11.png	d=4.0	3190	0.3894	38.669	0.94838
jpegxl	5.1.11.png	d=6.0	2491	0.3041	36.807	0.93544
jpegxl	5.1.11.png	d=9.0	1895	0.2313	34.658	0.92016
jpegxl	5.1.11.png	d=14.0	1333	0.1627	31.515	0.88985
webp	5.1.11.png	q=98	15590	1.9031		
webp	5.1.11.png	q=90	6774	0.8269		
webp	5.1.11.png	q=80	3414	0.4167		
webp	5.1.11.png	q=65	2272	0.2773		
webp	5.1.11.png	q=50	1856	0.2266		
webp	5.1.11.png	q=35	1498	0.1829		
webp	5.1.11.png	q=25	1280	0.1562		
webp	5.1.11.png	q=15	1036	0.1265		
webp	5.1.11.png	q=8	886	0.1082		
webp	5.1.11.png	q=3	764	0.0933		
avif	5.1.11.png	q=85	7580	0.9253	44.903	0.98000
avif	5.1.11.png	q=70	4425	0.5402	42.485	0.96877
avif	5.1.11.png	q=55	2790	0.3406	40.402	0.95875
avif	5.1.11.png	q=40	1661	0.2028	38.005	0.94348
avif	5.1.11.png	q=30	1254	0.1531	36.395	0.93120
avif	5.1.11.png	q=22	1027	0.1254	35.154	0.92310
avif	5.1.11.png	q=15	897	0.1095	33.916	0.91495
avif	5.1.11.png	q=10	842	0.1028	33.275	0.90872
avif	5.1.11.png	q=5	758	0.0925	31.635	0.89201
heic	5.1.11.png	q=85	28279	3.4520		
heic	5.1.11.png	q=70	16325	1.9928		
heic	5.1.11.png	q=55	6487	0.7919		
heic	5.1.11.png	q=40	2300	0.2808		
heic	5.1.11.png	q=30	1415	0.1727		
heic	5.1.11.png	q=22	1051	0.1283		
heic	5.1.11.png	q=15	888	0.1084		
heic	5.1.11.png	q=10	777	0.0948		
heic	5.1.11.png	q=5	671	0.0819		
vvc	5.1.11.png	qp=18	18740	2.2876		
vvc	5.1.11.png	qp=24	11821	1.4430		
vvc	5.1.11.png	qp=30	4564	0.5571		
vvc	5.1.11.png	qp=36	2082	0.2542		
vvc	5.1.11.png	qp=42	1426	0.1741		
vvc	5.1.11.png	qp=48	794	0.0969		
vvc	5.1.11.png	qp=54	613	0.0748		
vvc	5.1.11.png	qp=60	456	0.0557		
c2d	5.1.12.png	ratio=2	33238	4.0574	54.412	0.99759
c2d	5.1.12.png	ratio=3	22048	2.6914	48.225	0.99145
c2d	5.1.12.png	ratio=5	13298	1.6233	42.570	0.97733
c2d	5.1.12.png	ratio=8	8084	0.9868	38.017	0.95956
c2d	5.1.12.png	ratio=12	5425	0.6622	34.698	0.93906
c2d	5.1.12.png	ratio=20	3202	0.3909	30.715	0.89761
c2d	5.1.12.png	ratio=30	2064	0.2520	28.017	0.85639
c2d	5.1.12.png	ratio=40	1539	0.1879	26.462	0.82728
c2d	5.1.12.png	ratio=50	1249	0.1525	25.505	0.79828
c2d	5.1.12.png	ratio=60	1045	0.1276	24.748	0.77436
c2d	5.1.12.png	ratio=80	775	0.0946	23.000	0.72438
c2d	5.1.12.png	ratio=120	496	0.0605	20.710	0.63600
jpeg	5.1.12.png	q=95	20572	2.5112	45.390	0.99000
jpeg	5.1.12.png	q=85	11324	1.3823	39.834	0.98027
jpeg	5.1.12.png	q=75	8672	1.0586	37.596	0.97389
jpeg	5.1.12.png	q=60	6795	0.8295	35.830	0.96653
jpeg	5.1.12.png	q=45	5771	0.7045	34.555	0.96023
jpeg	5.1.12.png	q=30	4767	0.5819	33.023	0.94973
jpeg	5.1.12.png	q=18	3950	0.4822	31.182	0.93411
jpeg	5.1.12.png	q=10	3152	0.3848	28.763	0.90712
jpeg	5.1.12.png	q=5	2481	0.3029	26.062	0.84341
jpeg2k	5.1.12.png	r=2	30736	3.7520	200.000	1.00000
jpeg2k	5.1.12.png	r=4	30736	3.7520	200.000	1.00000
jpeg2k	5.1.12.png	r=8	24391	2.9774	50.546	0.99488
jpeg2k	5.1.12.png	r=16	12246	1.4949	44.169	0.98221
jpeg2k	5.1.12.png	r=32	6151	0.7509	39.361	0.96693
jpeg2k	5.1.12.png	r=64	3057	0.3732	34.013	0.93722
jpeg2k	5.1.12.png	r=128	1524	0.1860	29.203	0.89364
jpegxl	5.1.12.png	d=0.5	17109	2.0885	46.569	0.99175
jpegxl	5.1.12.png	d=1.0	11066	1.3508	43.116	0.98497
jpegxl	5.1.12.png	d=1.5	8226	1.0042	40.588	0.97884
jpegxl	5.1.12.png	d=2.5	5889	0.7189	37.744	0.97029
jpegxl	5.1.12.png	d=4.0	4230	0.5164	34.895	0.95889
jpegxl	5.1.12.png	d=6.0	3114	0.3801	32.604	0.94544
jpegxl	5.1.12.png	d=9.0	2334	0.2849	30.667	0.92755
jpegxl	5.1.12.png	d=14.0	1665	0.2032	28.507	0.89336
webp	5.1.12.png	q=98	19064	2.3271		
webp	5.1.12.png	q=90	9486	1.1580		
webp	5.1.12.png	q=80	5426	0.6624		
webp	5.1.12.png	q=65	3918	0.4783		
webp	5.1.12.png	q=50	3388	0.4136		
webp	5.1.12.png	q=35	2716	0.3315		
webp	5.1.12.png	q=25	2276	0.2778		
webp	5.1.12.png	q=15	1910	0.2332		
webp	5.1.12.png	q=8	1596	0.1948		
webp	5.1.12.png	q=3	1326	0.1619		
avif	5.1.12.png	q=85	9434	1.1516	43.661	0.98558
avif	5.1.12.png	q=70	6094	0.7439	40.477	0.97719
avif	5.1.12.png	q=55	3707	0.4525	36.583	0.96612
avif	5.1.12.png	q=40	2202	0.2688	33.222	0.94888
avif	5.1.12.png	q=30	1610	0.1965	31.234	0.93427
avif	5.1.12.png	q=22	1310	0.1599	29.912	0.92001
avif	5.1.12.png	q=15	1059	0.1293	28.478	0.89833
avif	5.1.12.png	q=10	964	0.1177	27.755	0.88674
avif	5.1.12.png	q=5	814	0.0994	26.427	0.86105
heic	5.1.12.png	q=85	29037	3.5446		
heic	5.1.12.png	q=70	17911	2.1864		
heic	5.1.12.png	q=55	8333	1.0172		
heic	5.1.12.png	q=40	3439	0.4198		
heic	5.1.12.png	q=30	2153	0.2628		
heic	5.1.12.png	q=22	1533	0.1871		
heic	5.1.12.png	q=15	1196	0.1460		
heic	5.1.12.png	q=10	928	0.1133		
heic	5.1.12.png	q=5	794	0.0969		
vvc	5.1.12.png	qp=18	19569	2.3888		
vvc	5.1.12.png	qp=24	12429	1.5172		
vvc	5.1.12.png	qp=30	5933	0.7242		
vvc	5.1.12.png	qp=36	3475	0.4242		
vvc	5.1.12.png	qp=42	2290	0.2795		
vvc	5.1.12.png	qp=48	1174	0.1433		
vvc	5.1.12.png	qp=54	759	0.0927		
vvc	5.1.12.png	qp=60	480	0.0586		
c2d	5.1.13.png	ratio=2	33145	4.0460	62.256	0.99993
c2d	5.1.13.png	ratio=3	21654	2.6433	50.123	0.99855
c2d	5.1.13.png	ratio=5	12883	1.5726	39.449	0.98888
c2d	5.1.13.png	ratio=8	8005	0.9772	32.572	0.96099
c2d	5.1.13.png	ratio=12	5454	0.6658	28.211	0.91740
c2d	5.1.13.png	ratio=20	3070	0.3748	22.796	0.84547
c2d	5.1.13.png	ratio=30	2075	0.2533	20.325	0.80292
c2d	5.1.13.png	ratio=40	1579	0.1927	18.997	0.76926
c2d	5.1.13.png	ratio=50	1249	0.1525	17.723	0.73271
c2d	5.1.13.png	ratio=60	996	0.1216	16.653	0.70443
c2d	5.1.13.png	ratio=80	764	0.0933	15.832	0.67580
c2d	5.1.13.png	ratio=120	497	0.0607	13.938	0.61795
jpeg	5.1.13.png	q=95	20059	2.4486	48.825	0.99948
jpeg	5.1.13.png	q=85	13197	1.6110	40.802	0.99740
jpeg	5.1.13.png	q=75	10880	1.3281	37.505	0.99507
jpeg	5.1.13.png	q=60	9119	1.1132	34.814	0.99114
jpeg	5.1.13.png	q=45	8135	0.9930	33.082	0.98772
jpeg	5.1.13.png	q=30	7025	0.8575	31.228	0.98260
jpeg	5.1.13.png	q=18	5845	0.7135	28.751	0.97310
jpeg	5.1.13.png	q=10	4625	0.5646	26.045	0.95579
jpeg	5.1.13.png	q=5	3480	0.4248	22.843	0.92295
jpeg2k	5.1.13.png	r=2	18376	2.2432	200.000	1.00000
jpeg2k	5.1.13.png	r=4	18376	2.2432	200.000	1.00000
jpeg2k	5.1.13.png	r=8	18376	2.2432	200.000	1.00000
jpeg2k	5.1.13.png	r=16	12276	1.4985	49.418	0.99881
jpeg2k	5.1.13.png	r=32	6131	0.7484	38.124	0.98747
jpeg2k	5.1.13.png	r=64	3057	0.3732	29.156	0.94390
jpeg2k	5.1.13.png	r=128	1548	0.1890	21.844	0.87009
jpegxl	5.1.13.png	d=0.5	11535	1.4081	53.133	0.99954
jpegxl	5.1.13.png	d=1.0	11471	1.4003	48.202	0.99925
jpegxl	5.1.13.png	d=1.5	10013	1.2223	45.706	0.99885
jpegxl	5.1.13.png	d=2.5	8200	1.0010	42.254	0.99808
jpegxl	5.1.13.png	d=4.0	6980	0.8521	39.236	0.99663
jpegxl	5.1.13.png	d=6.0	5629	0.6871	36.754	0.99131
jpegxl	5.1.13.png	d=9.0	4612	0.5630	33.506	0.97955
jpegxl	5.1.13.png	d=14.0	3507	0.4281	28.825	0.95687
webp	5.1.13.png	q=98	10398	1.2693		
webp	5.1.13.png	q=90	7526	0.9187		
webp	5.1.13.png	q=80	5690	0.6946		
webp	5.1.13.png	q=65	4698	0.5735		
webp	5.1.13.png	q=50	4268	0.5210		
webp	5.1.13.png	q=35	3810	0.4651		
webp	5.1.13.png	q=25	3310	0.4041		
webp	5.1.13.png	q=15	2874	0.3508		
webp	5.1.13.png	q=8	2546	0.3108		
webp	5.1.13.png	q=3	2178	0.2659		
avif	5.1.13.png	q=85	5176	0.6318	49.735	0.99977
avif	5.1.13.png	q=70	4121	0.5031	45.909	0.99934
avif	5.1.13.png	q=55	3207	0.3915	41.093	0.99774
avif	5.1.13.png	q=40	2532	0.3091	36.668	0.99285
avif	5.1.13.png	q=30	2057	0.2511	33.392	0.98449
avif	5.1.13.png	q=22	1864	0.2275	31.816	0.98112
avif	5.1.13.png	q=15	1636	0.1997	29.799	0.97058
avif	5.1.13.png	q=10	1498	0.1829	28.498	0.96400
avif	5.1.13.png	q=5	1304	0.1592	26.415	0.94482
heic	5.1.13.png	q=85	12939	1.5795		
heic	5.1.13.png	q=70	9180	1.1206		
heic	5.1.13.png	q=55	6610	0.8069		
heic	5.1.13.png	q=40	4290	0.5237		
heic	5.1.13.png	q=30	3188	0.3892		
heic	5.1.13.png	q=22	2543	0.3104		
heic	5.1.13.png	q=15	2160	0.2637		
heic	5.1.13.png	q=10	1825	0.2228		
heic	5.1.13.png	q=5	1589	0.1940		
vvc	5.1.13.png	qp=18	5174	0.6316		
vvc	5.1.13.png	qp=24	4208	0.5137		
vvc	5.1.13.png	qp=30	3202	0.3909		
vvc	5.1.13.png	qp=36	2402	0.2932		
vvc	5.1.13.png	qp=42	2187	0.2670		
vvc	5.1.13.png	qp=48	1312	0.1602		
vvc	5.1.13.png	qp=54	1020	0.1245		
vvc	5.1.13.png	qp=60	708	0.0864		
c2d	5.1.14.png	ratio=2	32477	3.9645	47.466	0.99662
c2d	5.1.14.png	ratio=3	21547	2.6302	40.745	0.98540
c2d	5.1.14.png	ratio=5	12876	1.5718	35.225	0.95379
c2d	5.1.14.png	ratio=8	8005	0.9772	31.652	0.90658
c2d	5.1.14.png	ratio=12	5278	0.6443	29.192	0.85174
c2d	5.1.14.png	ratio=20	3178	0.3879	26.858	0.77211
c2d	5.1.14.png	ratio=30	1998	0.2439	24.914	0.68013
c2d	5.1.14.png	ratio=40	1603	0.1957	24.021	0.63335
c2d	5.1.14.png	ratio=50	1276	0.1558	23.143	0.58250
c2d	5.1.14.png	ratio=60	1036	0.1265	22.368	0.52567
c2d	5.1.14.png	ratio=80	768	0.0938	21.202	0.43573
c2d	5.1.14.png	ratio=120	509	0.0621	19.759	0.31669
jpeg	5.1.14.png	q=95	32607	3.9803	43.369	0.99325
jpeg	5.1.14.png	q=85	19171	2.3402	36.910	0.97652
jpeg	5.1.14.png	q=75	14693	1.7936	34.440	0.96288
jpeg	5.1.14.png	q=60	11470	1.4001	32.580	0.94763
jpeg	5.1.14.png	q=45	9625	1.1749	31.513	0.93409
jpeg	5.1.14.png	q=30	7665	0.9357	30.311	0.91213
jpeg	5.1.14.png	q=18	5870	0.7166	28.775	0.87259
jpeg	5.1.14.png	q=10	4181	0.5104	26.725	0.79360
jpeg	5.1.14.png	q=5	2885	0.3522	24.044	0.65041
jpeg2k	5.1.14.png	r=2	43128	5.2646	200.000	1.00000
jpeg2k	5.1.14.png	r=4	43128	5.2646	200.000	1.00000
jpeg2k	5.1.14.png	r=8	24591	3.0018	43.235	0.99177
jpeg2k	5.1.14.png	r=16	12298	1.5012	35.515	0.95646
jpeg2k	5.1.14.png	r=32	5929	0.7238	30.323	0.88978
jpeg2k	5.1.14.png	r=64	2986	0.3645	27.129	0.80804
jpeg2k	5.1.14.png	r=128	1552	0.1895	24.715	0.68924
jpegxl	5.1.14.png	d=0.5	24939	3.0443	44.298	0.99526
jpegxl	5.1.14.png	d=1.0	17806	2.1736	40.426	0.98838
jpegxl	5.1.14.png	d=1.5	13919	1.6991	37.434	0.97737
jpegxl	5.1.14.png	d=2.5	9276	1.1323	33.745	0.95258
jpegxl	5.1.14.png	d=4.0	6155	0.7513	30.799	0.91403
jpegxl	5.1.14.png	d=6.0	4327	0.5282	28.897	0.87419
jpegxl	5.1.14.png	d=9.0	3103	0.3788	27.444	0.82432
jpegxl	5.1.14.png	d=14.0	2067	0.2523	25.533	0.73100
webp	5.1.14.png	q=98	31388	3.8315		
webp	5.1.14.png	q=90	21322	2.6028		
webp	5.1.14.png	q=80	13974	1.7058		
webp	5.1.14.png	q=65	10322	1.2600		
webp	5.1.14.png	q=50	8714	1.0637		
webp	5.1.14.png	q=35	6916	0.8442		
webp	5.1.14.png	q=25	5644	0.6890		
webp	5.1.14.png	q=15	4244	0.5181		
webp	5.1.14.png	q=8	3326	0.4060		
webp	5.1.14.png	q=3	2524	0.3081		
avif	5.1.14.png	q=85	18606	2.2712	41.733	0.99054
avif	5.1.14.png	q=70	13181	1.6090	37.855	0.97840
avif	5.1.14.png	q=55	7612	0.9292	33.204	0.94668
avif	5.1.14.png	q=40	4142	0.5056	29.696	0.89206
avif	5.1.14.png	q=30	2820	0.3442	28.010	0.84012
avif	5.1.14.png	q=22	2146	0.2620	26.779	0.78872
avif	5.1.14.png	q=15	1633	0.1993	25.695	0.73466
avif	5.1.14.png	q=10	1423	0.1737	25.056	0.70002
avif	5.1.14.png	q=5	1108	0.1353	24.071	0.64138
heic	5.1.14.png	q=85	39696	4.8457		
heic	5.1.14.png	q=70	26719	3.2616		
heic	5.1.14.png	q=55	16668	2.0347		
heic	5.1.14.png	q=40	7973	0.9733		
heic	5.1.14.png	q=30	4352	0.5312		
heic	5.1.14.png	q=22	2582	0.3152		
heic	5.1.14.png	q=15	1806	0.2205		
heic	5.1.14.png	q=10	1264	0.1543		
heic	5.1.14.png	q=5	977	0.1193		
vvc	5.1.14.png	qp=18	26459	3.2299		
vvc	5.1.14.png	qp=24	19382	2.3660		
vvc	5.1.14.png	qp=30	12267	1.4974		
vvc	5.1.14.png	qp=36	6620	0.8081		
vvc	5.1.14.png	qp=42	3449	0.4210		
vvc	5.1.14.png	qp=48	1559	0.1903		
vvc	5.1.14.png	qp=54	846	0.1033		
vvc	5.1.14.png	qp=60	469	0.0573		
c2d	5.2.08.png	ratio=2	130728	3.9895	50.678	0.99703
c2d	5.2.08.png	ratio=3	86620	2.6434	44.288	0.98725
c2d	5.2.08.png	ratio=5	52913	1.6148	39.315	0.96501
c2d	5.2.08.png	ratio=8	31923	0.9742	35.377	0.92671
c2d	5.2.08.png	ratio=12	21039	0.6421	32.607	0.88261
c2d	5.2.08.png	ratio=20	12630	0.3854	29.797	0.81203
c2d	5.2.08.png	ratio=30	8416	0.2568	27.749	0.74142
c2d	5.2.08.png	ratio=40	6219	0.1898	26.176	0.67270
c2d	5.2.08.png	ratio=50	4964	0.1515	25.077	0.62130
c2d	5.2.08.png	ratio=60	3906	0.1192	23.960	0.57709
c2d	5.2.08.png	ratio=80	3018	0.0921	23.032	0.53027
c2d	5.2.08.png	ratio=120	2025	0.0618	21.524	0.45469
jpeg	5.2.08.png	q=95	101431	3.0954	43.908	0.98782
jpeg	5.2.08.png	q=85	55582	1.6962	38.907	0.97035
jpeg	5.2.08.png	q=75	42027	1.2826	36.856	0.95853
jpeg	5.2.08.png	q=60	32547	0.9933	35.019	0.94405
jpeg	5.2.08.png	q=45	27000	0.8240	33.686	0.93072
jpeg	5.2.08.png	q=30	21363	0.6519	32.126	0.91029
jpeg	5.2.08.png	q=18	15788	0.4818	30.269	0.87404
jpeg	5.2.08.png	q=10	11198	0.3417	28.000	0.81160
jpeg	5.2.08.png	q=5	7692	0.2347	25.268	0.69674
jpeg2k	5.2.08.png	r=2	147229	4.4931	200.000	1.00000
jpeg2k	5.2.08.png	r=4	147229	4.4931	200.000	1.00000
jpeg2k	5.2.08.png	r=8	98087	2.9934	46.086	0.99233
jpeg2k	5.2.08.png	r=16	49105	1.4986	40.594	0.97277
jpeg2k	5.2.08.png	r=32	24561	0.7495	36.246	0.93567
jpeg2k	5.2.08.png	r=64	12277	0.3747	32.202	0.87796
jpeg2k	5.2.08.png	r=128	6081	0.1856	28.917	0.79518
jpegxl	5.2.08.png	d=0.5	87114	2.6585	45.845	0.99276
jpegxl	5.2.08.png	d=1.0	55604	1.6969	41.970	0.98216
jpegxl	5.2.08.png	d=1.5	39533	1.2065	39.486	0.97036
jpegxl	5.2.08.png	d=2.5	25706	0.7845	36.632	0.95052
jpegxl	5.2.08.png	d=4.0	17272	0.5271	34.142	0.92348
jpegxl	5.2.08.png	d=6.0	12420	0.3790	32.353	0.89216
jpegxl	5.2.08.png	d=9.0	8864	0.2705	30.619	0.85048
jpegxl	5.2.08.png	d=14.0	5543	0.1692	28.044	0.76556
webp	5.2.08.png	q=98	98990	3.0209		
webp	5.2.08.png	q=90	54870	1.6745		
webp	5.2.08.png	q=80	32238	0.9838		
webp	5.2.08.png	q=65	22518	0.6872		
webp	5.2.08.png	q=50	18288	0.5581		
webp	5.2.08.png	q=35	14608	0.4458		
webp	5.2.08.png	q=25	11752	0.3586		
webp	5.2.08.png	q=15	9470	0.2890		
webp	5.2.08.png	q=8	7572	0.2311		
webp	5.2.08.png	q=3	5886	0.1796		
avif	5.2.08.png	q=85	51814	1.5812	42.811	0.98386
avif	5.2.08.png	q=70	33025	1.0078	39.612	0.96957
avif	5.2.08.png	q=55	18947	0.5782	36.287	0.94647
avif	5.2.08.png	q=40	10381	0.3168	33.223	0.90722
avif	5.2.08.png	q=30	7165	0.2187	31.496	0.87246
avif	5.2.08.png	q=22	5423	0.1655	30.162	0.84079
avif	5.2.08.png	q=15	4064	0.1240	28.726	0.80122
avif	5.2.08.png	q=10	3503	0.1069	28.101	0.77655
avif	5.2.08.png	q=5	2731	0.0833	26.843	0.73070
heic	5.2.08.png	q=85	135623	4.1389		
heic	5.2.08.png	q=70	87080	2.6575		
heic	5.2.08.png	q=55	44038	1.3439		
heic	5.2.08.png	q=40	17356	0.5297		
heic	5.2.08.png	q=30	9627	0.2938		
heic	5.2.08.png	q=22	5973	0.1823		
heic	5.2.08.png	q=15	4159	0.1269		
heic	5.2.08.png	q=10	2828	0.0863		
heic	5.2.08.png	q=5	2142	0.0654		
vvc	5.2.08.png	qp=18	82292	2.5114		
vvc	5.2.08.png	qp=24	52435	1.6002		
vvc	5.2.08.png	qp=30	25032	0.7639		
vvc	5.2.08.png	qp=36	12342	0.3766		
vvc	5.2.08.png	qp=42	6764	0.2064		
vvc	5.2.08.png	qp=48	3266	0.0997		
vvc	5.2.08.png	qp=54	1681	0.0513		
vvc	5.2.08.png	qp=60	779	0.0238		
c2d	5.2.09.png	ratio=2	131062	3.9997	47.673	0.99660
c2d	5.2.09.png	ratio=3	88431	2.6987	41.004	0.98716
c2d	5.2.09.png	ratio=5	51976	1.5862	34.878	0.95893
c2d	5.2.09.png	ratio=8	32488	0.9915	31.108	0.91600
c2d	5.2.09.png	ratio=12	21609	0.6595	28.482	0.86362
c2d	5.2.09.png	ratio=20	12782	0.3901	25.756	0.77406
c2d	5.2.09.png	ratio=30	8456	0.2581	23.890	0.68367
c2d	5.2.09.png	ratio=40	6123	0.1869	22.575	0.60819
c2d	5.2.09.png	ratio=50	4855	0.1482	21.718	0.55168
c2d	5.2.09.png	ratio=60	4077	0.1244	21.106	0.50585
c2d	5.2.09.png	ratio=80	3020	0.0922	20.121	0.42891
c2d	5.2.09.png	ratio=120	1988	0.0607	18.848	0.33516
jpeg	5.2.09.png	q=95	131883	4.0247	43.436	0.99365
jpeg	5.2.09.png	q=85	77333	2.3600	36.629	0.97904
jpeg	5.2.09.png	q=75	58828	1.7953	34.116	0.96691
jpeg	5.2.09.png	q=60	45739	1.3958	32.224	0.95253
